,company,country,description,location,review,salary,star,title
5,Page Personnel,Hong Kong,Minimum 5 years solid experience in business analyst field; You will analyze business performance data regularly and write report on findings for senior...,New Territories,85,,39.0,Business Strategic Manager - Leading Education Chain
7,Société Générale,Hong Kong,"The successful candidate will join the Finance, Risk & Market Data technology team as program manager. Min 8-10 years of successful experience as a Project...",Hong Kong,1153,,44.4,"Program Manager (Finance, Risk & Market Data Technology)"
8,Michael Page,Hong Kong,"Experience with data analysis and drawing conclusions. Collect data from relevant internal stakeholders, consolidate and prepare response to regulators....","Central and Western, Hong Kong Island",157,,42.0,IT Risk and Control Analyst - Global Investment Bank
9,Page Personnel,Hong Kong,"Based upon research data, develop full-cycle planning from consumer insights, to marketing strategy and data analytics, while carrying out proper tracking,...",Hong Kong Island,85,,39.0,Senior Strategic Planner - Top Tier Advertising Agency
0,Infotech Services,Hong Kong,"Implement scheduled data extraction, loading, manipulation and maintenance; Knowledge of either System Administration, Data Warehousing preferred, but NOT...","Fo Tan, New Territories",,,,Analyst Programmer/Programmer - Datawarehouse
2,Michael Page,Hong Kong,"Technically strong in related systems in the retail industry such as Business Intelligence tools, CRM, data warehousing, data analyst, ERP etc. (ideally with...",Hong Kong,157,,42.0,Retail IT Project Lead (Business Intelligence + ERP)
3,Marsh,Hong Kong,"Personal data collected will be used for recruitment purpose only. Ability to interpret data, understand funding arrangements, plan designs, and health...",Hong Kong,139,,43.2,"Associate Director, Regional Team, Health, Hong Kong"
4,Michael Page,Hong Kong,Our client is a leading US-based advertising technology and data analytics company with prominent market share globally....,Hong Kong Island,157,,42.0,"Marketing Director - B2B US MNC, Ad Tech"
5,Bank Consortium Trust Company Limited,Hong Kong,(Personal data collected will be used for recruitment purpose only and will be kept strictly confidential) Contract....,Hong Kong,,,,Analyst Programmer (Progress) (1-year contract)
6,Huxley,Hong Kong,"Conduct regular or ad-hoc pricing performance analysis by extracting data from different databases, automating using UNIX and Excel scripting. Day to Day....",Hong Kong,6,,43.2,EQD Application Production Support
7,Huxley IT,Hong Kong,"Conduct regular or ad-hoc pricing performance analysis by extracting data from different databases, automating using UNIX and Excel scripting. Day to Day....",Hong Kong,,,,EQD Application Production Support
8,HSBC,Hong Kong,"Senior Sales Quality Analyst. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is...","Central, Hong Kong Island",8322,,51.0,Senior Sales Quality Analyst - Global Private Banking
9,HSBC,Hong Kong,"Digital Planning and Resource Analyst. Good decision making skills, comfortable in identifying the data needed to justify decisions and presenting this...","Central, Hong Kong Island",8322,,51.0,Digital Planning and Resource Analyst - Retail Banking and Wealth Management
2,Goldman Sachs,Hong Kong,"Working as a key member of the team, the goal of the Writing Analyst is to:. Our analysts work on client-focused research in the equity, fixed-income, currency,...",Hong Kong,922,,51.6,"Global Investment Research, Healthcare Writing Analyst, Associate - Hong Kong"
3,Goldman Sachs,Hong Kong,"Working as a key member of the team, the goal of the Writing Analyst is to:. Our analysts work on client-focused research in the equity, fixed-income, currency,...",Hong Kong,922,,51.6,"Global Investment Research, Commodities Writing Analyst, Associate - Hong Kong"
4,Michael Page,Hong Kong,"Ensure the monitoring of production batch cycle including scheduled application based batch jobs, file exports and imports, data extracts and loads and report...",Hong Kong,157,,42.0,"Production Services Manager (Global batch, Devops)"
5,Haystar Consultant Ltd,Hong Kong,"End-user support on executing application functions, data fixing and ad-hoc requests. Responsible for application development, implementation, documentation and...",Hong Kong,,,,Analyst Programmer / Programmer (IT Service Provider/ 5 days
6,ConnectedGroup,Hong Kong,"You will look after the fully consulting cycle, the process starts with business analyst for the collection and analysis of all pertinent data essential to...",Hong Kong,,,,Senior Security Architect / Preslaes Consultant
7,Grey Anderson,Hong Kong,Be able to multi-task and see the big picture by understanding the end-to-end flow of data within systems. Good communication skills and creative thinking is...,Hong Kong,,,,FINANCIAL SYSTEMS MANAGER
8,Goldman Sachs,Hong Kong,Conduct statistical data analysis to identify trading performance improvements. Goldman Sachs’ Strats business unit is a world leader in developing quantitative...,Hong Kong,922,,51.6,"Securities, Equities Strategist, Equity Quantitative Volatility Trading, Systems Developer, Analyst/Associate, Hong Kong"
0,Citi,Hong Kong,Enhance data quality of issues and CAPs being entered into the iCAPS system by establishing clear requirements for iCAPs data quality including roles and...,Hong Kong,11052,,44.4,GCG - Regional Consumer Bank Operational Risk & Control - Analytics and Reporting Analyst
1,Ambition,Hong Kong,Data provided is for recruitment purposes only. Our Client is one of the leading corporate banks in HK and currently looking for a high calibre analyst...,Hong Kong,7,,51.0,Junior Programmer (JAVA/J2EE/C#/.net)- 17-25k
2,Cityline (Hong Kong) Limited,Hong Kong,We may transfer your personal data to other associated companies within the Lark International Group Limited which have other suitable vacancies....,Hong Kong,,,,Programmer - Application Support Analyst
3,Goldman Sachs,Hong Kong,"BASIC QUALIFICATIONS Bachelor’s degree in Computer Science, Mathematics, Electrical Engineering or related technical discipline Experience in software...",Hong Kong,922,,51.6,"Technology, Finance & Risk Engineering, PARA Engineering, Analyst/Associate, Hong Kong"
4,Adecco,Hong Kong,"Gather information to verify accuracy of data, complete invoices and prepare for billing. Assist the Financial Analyst on monthly closing and reporting,...","Yau Tsim Mong, Kowloon",10878,,43.8,Accounting Officer / Accounting Clerk
5,Goldman Sachs,Hong Kong,"Working as a key member of the team, the goal of the Writing Analyst is to:. Our analysts work on client-focused research in the equity, fixed-income, currency,...",Hong Kong,922,,51.6,"Global Investment Research, China Banks Writing Analyst, Associate, Hong Kong"
6,Up Recruitment,Hong Kong,Manage database and constantly improve its data with analysis tools and reports. An international retail brand....,Hong Kong,,,,Senior Financial Analyst (System)
7,HSBC,Hong Kong,"Minimum five years' retail banking experience in information and data management. University degree in Computer Science, Data and Information Management or...","Mong Kok, Kowloon",8322,,51.0,Assistant Business Insight Management Manager - Hang Seng Bank (HK)
8,Manpower,Hong Kong,"Provides analysis and consulting on Standards and Policies, Network Solutions & Security, Data Security , Maintains operational metrics for management reporting...",Kowloon,11196,,44.4,Regional Network Security Analyst
9,HSBC,Hong Kong,"Client Lifecycle Management Analyst, Management Information. Personal data held by the Bank relating to employment applications will be used in accordance with...","Central, Hong Kong Island",8322,,51.0,"Client Lifecycle Management Analyst, Management Information - Global Private Banking"
0,Infotech Services,Hong Kong,Database (NOSQL / RDBMS) development for application data and data exchange to other systems; Our client is looking for a Full Stack Web Developer / Senior...,Hong Kong,,,,Full Stack Web Developer
1,PEOBASE Limited,Hong Kong,"Working experience in Big Data Security Analytics is a plus. Participate in Big Data Security Analytics through correlation of machine data, security threat...",Hong Kong,,,,Network Security Analyst
2,W-Consulting Company Ltd.,Hong Kong,"Conduct operational readiness testing on data, systems, and network security infrastructure. Currently, they are on the look for a Cyber Security Analyst to...",Hong Kong,,,,Cyber Security Analyst (Hong Kong)
3,Ambition,Hong Kong,Data provided is for recruitment purposes only. Finance & Accounting....,Hong Kong,7,,51.0,Head of FP&A
4,Ambition,Hong Kong,"Senior Financial Analyst / Assistant Manager, FP&A. Data provided is for recruitment purposes only. With their business expanding, they are now seeking a Senior...",Kowloon,7,,51.0,"Senior Financial Analyst / Assistant Manager, FP&A"
5,NeoMas Professional Services,Hong Kong,"Develop test data and analyze problems in programs on independent manner. Recognize the critical elements of complex application problems, develop and evaluate...",Hong Kong,,,,System Analyst - ABAP
6,NeoMas Professional Services,Hong Kong,Strong understanding in ETL processes & Data Modeling. Candidate with less experience will be considered as Senior Analyst Programmer - SAS....,Hong Kong,,,,System Analyst – SAS
7,NeoMas Professional Services,Hong Kong,"Good knowledge in ETL processes, data warehousing and data modeling techniques. Data Warehouse enhancements under ETL model involving fulfill business...",Hong Kong,,,,System Analyst
8,PEOBASE Limited,Hong Kong,"Experiences in Python, R data analysis related programming language, no SQL database Mongo DB, data visualization tool, big data related development experience...",Hong Kong,,,,"System Analyst, Python"
9,Seamatch Asia,Hong Kong,System Analyst (Big Data & Cloud Development). Our client is a global cloud computing and big data technology vendor....,Hong Kong,,,,System Analyst
0,Michael Page,Hong Kong,"Work on data management and analysis. Our client is a leading fashion and retail company, who is looking for a talent who is strong in SAP FICO and ABAP coding....",Hong Kong,157,,42.0,System Analyst FICO (ABAP) - Regional
1,Ambition,Hong Kong,"Lead and organize SIT, UAT and data migration and rollout with business team. HK$400000.00 - HK$450000.00 per annum....",Hong Kong,7,,51.0,System Analyst
2,Sofomation,Hong Kong,"Z/OS, TSO, Advanced JCL, IBM Data Administrator, Utilities IEBGENER, IEBCOPY, ICEGENER, IDCAMS, SDSF, DA OJ, DA OSTC, Compuware File-AID, Endevor Change Manager...",Hong Kong,,,,System Analyst
3,W-Consulting Company Ltd.,Hong Kong,They are now looking for a System Analyst with banking experience to join their MIS team. 5- 10 years of work experience in IT Support and data mining in...,Hong Kong,,,,System Analyst (MIS)
4,Michael Page,Hong Kong,"At least 4 years hands-on experience in data warehouse and business intelligence implementation , preferably in MS SQL Server....",Hong Kong,157,,42.0,System Analyst - BI(Qlikview)
5,Michael Page,Hong Kong,"IT Data Analysis Industry:. Our client is a leading global fashion and beauty corporate, which aims to provide high quality products and services to its...",Hong Kong,157,,42.0,System Analyst (SQL/ POS) - 35k
6,HSBC,Hong Kong,"Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website....","Tai Kok Tsui, Kowloon",8322,,51.0,Senior Project Manager - Wealth Management
7,Tradelink Electronic Commerce Litimed,Hong Kong,"Less experience will be considered as Analyst Programmer. Reporting to the Assistant Manager/Manager Solution Development Department, the System Analyst is to...",Hong Kong,,,,System Analyst/Analyst Programmer - Solutions & Services Development
8,Hudson,Hong Kong,Personal data provided will be used strictly in accordance with the relevant data protection law and Hudson's personal information and privacy policy....,Hong Kong,156,,42.6,Relationship Manager (multiple headcount)
9,NeoMas Professional Services,Hong Kong,"Experience with data migration, stored procedure and database transformation. Candidate with more experience will be considered as Senior System Analyst....",Hong Kong,,,,(Senior) System Analyst - Oracle (Global Banking)
0,Seamatch Asia,Hong Kong,"Analyzing, defining and documenting business processes, data and requirements and making recommendations for opportunities....",Hong Kong,,,,Business Analyst / Project Manager
3,Seamatch Asia,Hong Kong,"Knowledge of CMS, SEO, SEM and data analytics tools is a plus; Our clients are expanding the teams and looking for junior programmer / web programmer to join.....",Hong Kong,,,,Junior Programmer / Senior Web Programmer
4,Seamatch Asia,Hong Kong,"Knowledge of CMS, SEO, SEM and data analytics tools is a plus; Our clients are expanding the teams and looking for junior programmer / web programmer to join.....",Hong Kong,,,,(Senior) Web Programmer/Junior programmer
6,Seamatch Asia,Hong Kong,System Analyst / Analyst Programmer / Programmer (Java). System Analyst / Analyst Programmer / Programmer (Data Warehouse/Business Intelligence)....,Hong Kong,,,,System Analyst/Analyst Programmer/Programmer/BA
7,Seamatch Asia,Hong Kong,"As a Senior Analyst, you will take accountability for the system support of portfolio & account level insight....",Hong Kong,,,,Analyst Programmer / System Analyst
8,Ambition,Hong Kong,Analyst Programmer/ System Analyst (JAVA/J2EE/C#/.net)- 20-50k. Our Client is one of the leading corporate banks in HK and currently looking for a high calibre...,Hong Kong,7,,51.0,Analyst Programmer/ System Analyst (JAVA/J2EE/C#/.net)- 20-50k
9,Eternity Consulting,Hong Kong,"Our client, which is a listed IT and telecom solution provider employing 1,000+ staff in HK, is looking for qualified candidates to fill the following position...",Hong Kong,,,,Analyst Programmer- System Analyst
0,PEOBASE Limited,Hong Kong,Experience on Data Analytics Project. With minimum 4 years’ experiences in programming which minimum 2 years’ as Senior Analyst Programmer or equivalent....,Hong Kong,,,,"Senior Analyst Programmer, PHP/Data Analytics"
1,Hang Seng Bank,Hong Kong,"Minimum five years' retail banking experience in information and data management. University degree in Computer Science, Data and Information Management or...",Hong Kong,38,,43.8,Assistant Analytics Infrastructure Management Manager
2,Michael Page,Hong Kong,"Good understanding of server security, firewalls, data loss prevention, encryption, vulnerability scanning tools....",Hong Kong,157,,42.0,IT Risk & Security Analyst - Chinese Bank
3,Eternity Consulting,Hong Kong,"Integrate with various third party web services and data providers. Listed on NYSE and HKEx, our client is one of “Fortune Global Top 100 corporations in the...",Hong Kong,,,,Senior / System Analyst (internal system)
4,PEOBASE Limited,Hong Kong,"Experiences in Python, R data analysis related programming language, no SQL database Mongo DB, data visualization tool, big data related development experience...",Hong Kong,,,,"Senior System Analyst, Python/R/NoSQL/MongoDB/Java/J2EE "
5,Huxley,Hong Kong,Candidate with less experience will be considered as Analyst Programmer. Working experience in data warehouse application and banking environment will be an...,Hong Kong,6,,43.2,Senior System Analyst
6,Huxley IT,Hong Kong,Candidate with less experience will be considered as Analyst Programmer. Working experience in data warehouse application and banking environment will be an...,Hong Kong,,,,Senior System Analyst
7,AXA General Insurance,Hong Kong,"Analyzing, defining and documenting business processes, data and requirement and making recommendations for opportunities....",Hong Kong,578,,44.4,"Assistant Manager, Individual Health Policy Servicing"
8,Well Link Group Holdings Limited,Hong Kong,Candidate not meeting the above requirements will consider as System Analyst. All data provided will be treated in the strictest confidence and used only for...,Hong Kong,,,,Senior System Analyst – IT Application Development
9,Bravo Personnel Consultancy Limited,Hong Kong,Familiar with design patterns and data structures as well as OO design. Manage a team of developers and liaise with business analysts on project requirements....,"Kwun Tong, Kowloon",,,,Development Team Lead (Negotiable)
0,Michael Page,Hong Kong,"Oversee data integrity and accuracy, developing reports and training manuals. Currently, they are URGENTLY hiring for an HR Analyst who has prior experience...","Quarry Bay, Hong Kong Island",157,,42.0,HRIS Workday (Up to 35k - immediately available)
1,Goldman Sachs,Hong Kong,We provide real-time access to critical deal information and crunch billions of data points each day to inform firm-wide market insights and strategies....,Hong Kong,922,,51.6,"Technology, Post Execution Synthetics Developer � Derivatives Middle Office, Analyst/Associate, Hong Kong"
2,Page Personnel,Hong Kong,"Financial Analyst / Business Analyst Industry:. The company is a leader in space of data security and storage, and they are undergoing steady expansions in the...",Hong Kong Island,85,,39.0,"SAP System Accountant (Stable, HK listed)"
3,Hong Kong Exchange,Hong Kong,Business Analyst/ Intelligence. Business Analyst - (Next Generation - Project Management Office) (For a 12 months contract) (....,Hong Kong,,,,Business Analyst - (Next Generation - Project Management Office) (For a 12 months contract)
4,IT Solutions Ltd.,Hong Kong,Personal data collected will be used for recruitment purposes only. A desire to work as a business analyst in IT department. IT Solutions Ltd....,Hong Kong,,,,Corporate Banking: IT Assistant Business Analysts / BAs - Major Bank (Fresh Grad Welcome)
5,Robert Half Hong Kong,Hong Kong,Analyze and study project and financial data/ metrics for issue identification and continuous improvement. They have recently kick-started a billion dollar high...,"Central, Hong Kong Island",5412,,44.4,Project Management Office - Top Tier Bank - 20 - 25k
6,Michael Page,Hong Kong,"Knowledge of information management, data warehousing and SDLC is a plus. Our client is a well-known Bank in Hong Kong and in order to deal with the expansion...",Hong Kong,157,,42.0,Business Analysis Manager - Banking Insurance
7,Global Executive Consultants,Hong Kong,"Experience in designing and implementing Big Data Environment and solution with Hadoop. Our client, a Leading Consumer Bank, is looking for high-caliber person...",Hong Kong,,,,IT Architect / Senior System Analyst – Bank (Ref. No. : 21976)
8,Eternity Consulting,Hong Kong,"Liaison infra-structure requirements with data centres. Our client, which is a leading logistics corporation headquartered in Germany with more than 40,000...",Hong Kong,,,,Senior / Analyst Programmer
9,Nigel Frank International Limited,Hong Kong,"Experience working in an environment requiring quick turnaround, in-depth data analysis and understanding of data warehouses....",Hong Kong,36,,39.0,BI (Senior) Analyst Programmer
0,Seamatch Asia,Hong Kong,"Analyst Programmer/ Progmmer - Mobile apps. Analyst Programmer/ Programmer - Java. Knowledge of CMS, SEO, SEM and data analytic tools is a plus;...",Hong Kong,,,,(Senior) Analyst Programmer/ Programmer
1,ESD Services Limited,Hong Kong,"Report to Production Manager and work with Creative, Technical, Content, Marketing, Business Analyst Event Teams....",Hong Kong,,,,Senior Media Production Executive
2,Bank Consortium Trust Company Limited,Hong Kong,"(Personal data collected will be used for recruitment purpose only and will be kept strictly confidential) Full-time,Permanent....",Hong Kong,,,,"Senior Programmer / Analyst Programmer, Information Technology"
3,Hillman Ross,Hong Kong,"We are now seeking for an ANALYST PROGRAMMER (C#.NET; Provide data migration, on-going maintenance, and support on the company's system....",Hong Kong,,,,Analyst Programmer (C#.NET; 30K Max)
4,Seamatch Asia,Hong Kong,"Experience in data strategy, data architecture, data governance, data modeling, data quality and data warehouse is an advantage....",Hong Kong,,,,ASP.NET Analyst Programmer + Mobile Developer
5,Ambition,Hong Kong,IT Analyst/ Programmer (SAP/CRM//ABAP/C#/.net- 20-40k). Data provided is for recruitment purposes only. Technical knowledge in statistical analysis and data...,Hong Kong,7,,51.0,IT Analyst/ Programmer (SAP/CRM//ABAP/C#/.net- 20-40k)
6,Union Medical Centre Limited,Hong Kong,Data collected will be used for recruitment purpose only Full-time. Attractive remuneration and fringe benefits will be offered to the right candidate with...,Hong Kong,,,,Senior Web Programmers / Analyst Programmer (Web & Corporate Team)
7,Mercer,Hong Kong,"Personal data collected will be used for recruitment purpose only. Ability to interpret data, understand funding arrangements, plan designs, and health...",Hong Kong,801,,42.6,"Associate Director, Regional Team, Health, Hong Kong"
8,Hutchison Global Communications Limited,Hong Kong,"HGC empowers local and overseas customers with one-stop international, corporate, data centre and residential broadband services....",Hong Kong,114,,52.2,Senior Analyst Programmer / Analyst Programmer
9,BannerSHOP Hong Kong Limited,Hong Kong,"Personal data collected will be used for recruitment purpose only. Founded in 2006 in Hong Kong, BannerSHOP is a market leader in the Large Format Digital...",Hong Kong,,,,Senior Programmer/Analyst Programmer
0,Ambition,Hong Kong,C#/ ASP.Net (Senior) Analyst Programmer (HKD$15K-40K). Data provided is for recruitment purposes only. HK$15000.00 - HK$40000.00 per month....,Hong Kong,7,,51.0,C#/ ASP.Net (Senior) Analyst Programmer (HKD$15K-40K)
1,Mandurah Consultancy,Hong Kong,"Responsible for business cases development with extensive insights of marketing research data and analysis, scope of investment, ROI, recommendation, etc....","Central and Western, Hong Kong Island",,,,Manager / Senior Analyst – Financial/Business Investment
2,Robert Half Hong Kong,Hong Kong,"Our client is looking for an energetic, innovative, and data-driven digital data analyst. Strong in interpretation of data to understand audience, develop...",Hong Kong Island,5412,,44.4,"Digital Data Analyst (Google Analytics, O2O - 45K perm"
3,Michael Page,Hong Kong,"Peer reviewing questionnaires and other deliverables completed by the team as needed to ensure response accuracy, data reasonability, etc....",Hong Kong,157,,42.0,URGENT - RfP / RfI marketing Specialist - data / performance analyst - 9 months contract 50k
4,Page Personnel,Hong Kong,Assist in consolidation of data and presentation of findings for management review. Our client is a reputable and top-tier financial institution who is...,Hong Kong,85,,39.0,(C&B) HR Anaylst - Financial Services - Up to 35k
5,Bloomberg,Hong Kong,"The Financial Products team provides analysis and data to Bloomberg clients. The company's strength - delivering data, news and analytics through innovative...",Hong Kong,534,,44.4,2018 Financial Products Analytics & Sales - (English/Cantonese/Mandarin Speaker) Hong Kong
6,Ambition,Hong Kong,Data provided is for recruitment purposes only. Our Client is one of the leading corporate banks in HK and currently looking for a high calibre analyst...,Hong Kong,7,,51.0,(Senior) Programmer (JAVA/J2EE/C#/.net)- 17-25k
7,Wellcome 惠康,Hong Kong,Business Analyst / Senior Business Analyst. Candidate with more experience will be considered as Senior Business Analyst....,"Quarry Bay, Hong Kong Island",,,,Business Analyst / Senior Business Analyst
8,Eternity Consulting,Hong Kong,"Our client, which is a listed IT and telecom solution provider employing 1,000+ staff in HK, is looking for qualified candidates to fill the following position...",Hong Kong,,,,Sr. System Analyst
9,Goldman Sachs,Hong Kong,"Commitment to control, ensuring data has gone through proper internal controls. Are you passionate about Compensation Accounting and Individual Tax Reporting?...",Hong Kong,922,,51.6,"Finance, Controllers, Compensation Accounting, Analyst/Associate, Hong Kong"
0,Ambition,Hong Kong,Analyst Programmer/ Software Developer (SAP/ABAP- 20-40k). Data provided is for recruitment purposes only. Technical knowledge in statistical analysis and data...,Hong Kong,7,,51.0,Analyst Programmer/ Software Developer (SAP/ABAP- 20-40k)
1,Goldman Sachs,Hong Kong,The HR Analyst will be a partner to the business to analyze and present data and drive strategy in conjunction with the HR Business Partners....,Hong Kong,922,,51.6,"Human Capital Management, Asia Revenue HR Business Partner, Analyst - Hong Kong"
2,NeoMas Professional Services,Hong Kong,"A good understanding of ETL processes, data warehousing and data modeling techniques. 3 yrs Experience....",Hong Kong,,,,Senior Analyst Programmer - Data Warehouse
3,Hong Kong Exchange,Hong Kong,Senior Systems Analyst / Systems Analyst - IT (Listing & Corporate Systems) (. Personal data provided will only be used for the purpose of employment...,Hong Kong,,,,Senior Systems Analyst / Systems Analyst - IT (Listing & Corporate Systems)
4,Michael Page,Hong Kong,"Develop program models to extract data, be involved in big data projects. You have at least 6 years experience( preferably regional) in analytic ideally with...",Hong Kong,157,,42.0,Customer Behavior Data Analyst - Big Data
5,Ambition,Hong Kong,Data provided is for recruitment purposes only. Our Client is one of the leading corporate banks in HK and currently looking for a high calibre analyst...,Hong Kong,7,,51.0,Programmer (JAVA/J2EE/C#/.net)- 17-25k
6,Goldman Sachs,Hong Kong,PREFERRED QUALIFICATIONS A background in Front Office Equities or relevant industry experience Work experience in a global team Development experience with...,Hong Kong,922,,51.6,"Technology, Equities Sales Tech, Software Engineer, Analyst/ Associate, Hong Kong"
7,Links International,Hong Kong,"Analyse and compile relevant data for the issuing of rating reports for the Greater China Insurance sector. In this role, you will be a lead analyst covering...",Hong Kong,,,,"Associate Director/Director, Credit Rating (Insurance)"
9,Zurich Insurance Group,Hong Kong,Chartered Financial Analyst designation would be beneficial. Manage the timely delivery of Investment Accounting data in high quality according to the agreed...,Hong Kong,69,,44.4,"Assistant Manager, Investment Accounting"
0,Goldman Sachs,Hong Kong,Aiding analyst teams in the transition to digital publishing and the development of supporting resources and best practices....,Hong Kong,922,,51.6,"Global Investment Research, Editorial Specialist, Vice President, Hong Kong"
1,Gap Inc. Corporate,Hong Kong,"Analyst, Sourcing Strategy assists with and provides program management for several sourcing sustainability initiatives with our wet processing suppliers and...",Hong Kong,5227,,44.4,"Manager , Sourcing Strategy - Project Management (sourcing sustainability initiatives)"
2,Goldman Sachs,Hong Kong,"Form strong client relationships with traders, coverage desk, (from Analyst to Managing Director level), operations and other key partners....",Hong Kong,922,,51.6,"Technology, Equities Technology, GSET Quant Technology, Developer, Associate/VP, Hong Kong"
4,Ambition,Hong Kong,Data provided is for recruitment purposes only. Our Client is one of the leading corporate banks in HK and currently looking for a high calibre analyst...,Hong Kong,7,,51.0,Software Developer/ Equities Developer (JAVABEAN/ JAVA)- 17-30k
5,Goldman Sachs,Hong Kong,We provide real-time access to critical deal information and crunch billions of data points each day to inform firm-wide market insights and strategies....,Hong Kong,922,,51.6,"Technology, Operations Tech, Transaction Services/Derivatives Middleware Developer, Analyst, Hong Kong"
7,NeoMas Professional Services,Hong Kong,"Good understanding in ETL, Data modeling techniques. Candidate with less experience will be considered as Analyst Programmer - SAS....",Hong Kong,,,,Senior Analyst Programmer – SAS
9,京華山一國際 ( 香港 ) 有限公司 Core Pacific - Yamaichi Int'l (...,Hong Kong,Personal data collected will be used for recruitment purpose only. Qualification of Chartered Financial Analyst (CFA) or Certified Financial Risk Manager (FRM)...,Hong Kong,,,,"Manager / Assistant Manager, Product Development"
0,The Hong Kong Jockey Club,Hong Kong,"Strong data skills, including working with multiple data sets, pivots tables, advanced statistical functions and methods....","Happy Valley, Hong Kong Island",7,,42.6,Anti-Money Laundering Risk Support Manager (Betting Analysis & Enhanced Due Diligence)
2,Hong Kong Exchange,Hong Kong,Assistant Analyst Programmer / Analyst Programmer - IT (OTC Clearing System) (. Candidates with more experience will be considered for the role of Analyst...,Hong Kong,,,,Assistant Analyst Programmer / Analyst Programmer - IT (OTC Clearing System)
3,Easy Job Centre,Hong Kong,"Chemical/ water data analysis, environmental auditing data, environmental issues on government organizations focused on environmental issues, specially Water...","Tsim Sha Tsui, Kowloon",,,,Assistant Sustainability Manager (Garment / Hardline)
4,Washington Frank,Hong Kong,Support data migration process. Extensive experience at Systems Analyst level would be advantage. My client is a security company who is currently looking for...,Hong Kong,,,,SAP Specialist - IT
5,JP Morgan Chase,Hong Kong,"Familiarity with dealogic , Bloomberg, Thomas Reuters, Wind & other market data vendors (preferred). We are looking for an Analyst or Associate to work with...",Hong Kong,14825,,44.4,CIB F&BM - Global Investment Banking East Asia Business Manager – Analyst/Associate
6,Goldman Sachs,Hong Kong,Ability to perform a hybrid Project Manager/Business Analyst role. We provide real-time access to critical deal information and crunch billions of data points...,Hong Kong,922,,51.6,"Technology, Private Wealth Management Technology, PWM Analyst/Project Manager, Analyst/Associate, Hong Kong"
8,Morgan Stanley,Hong Kong,"Respond to requests for data and information from internal and external clients. Consistently ranked among the top in its field, our Equity Research team looks...",Hong Kong,2077,,44.4,"Research Division, HK and China Utilities, Equity Research Associate (Mandarin-speaking)"
9,Hillman Ross,Hong Kong,"We are now seeking for an JAPANESE FIXED INCOME ANALYST. Review and analyse reporting available on client data, provide recommendations and changes as required....",Hong Kong,,,,Japanese Fixed Income Analyst
0,Page Personnel,Hong Kong,"IT Business Analyst Industry:. Processing opportunities through data automation and workflow automation. Conduct data analysts to find out insights, long term...",Hong Kong,85,,39.0,Assistant Business Analysis Manager (12 Months Renewable)
1,IT Solutions Ltd.,Hong Kong,Personal data collected will be used for recruitment purposes only. We are searching on behalf of a Major Bank for a number of high-calibre J2EE Senior Systems...,Hong Kong,,,,Major Bank J2EE SSA/ Systems Analysts/ Analyst Programmers ( Corporate Banking )
3,Global Executive Consultants,Hong Kong,"Assist in development of web based and mobile applications, including database applications and data analysis. Our client, a Multination Company, is looking for...",Hong Kong,,,,"System Analyst / Software Engineer (HTML / Java, Perm) (Ref. No.: 21521)"
6,Macroview Telecom Limited,Hong Kong,Senior Analyst Programmer and System Analyst will participate more on requirement gathering and projects management....,Hong Kong,,,,Analyst Programmer / Senior Analyst Programmer / System Analyst
7,Aptitude Asia,Hong Kong,"Knowledge on data warehouse, ETL tools. Our client is a MNC looking for a System Analyst with solid IT experiences to join their team for software development...",Hong Kong,,,,JAVA J2EE SYSTEM ANALYST - MNC
0,Seamatch Asia,Hong Kong,Solid programming experience in Java or .Net or Mainframe or C++ or Oracle PL SQL or ETL or SAP/ABAP or Mobile Applications (IOS /Android) or Business...,Hong Kong,,,,Project Manager / Business Analyst / System Analyst / Programmer / Trainee
2,ASSET PLUS GLOBAL CO.,Hong Kong,"良好溝通技巧,細心,independent, good analyst & problem solving ability, have entrepreneur mindset. Prepare all material for sales & marketing, leaflet, data entry (CRM),...","Kwun Tong, Kowloon",,,,行政助理
3,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. Good interpersonal skills is needed to get and gather information and to enforce data integrity or to change...,"Tsim Sha Tsui, Kowloon",85,,39.0,Financial Planning Analyst (Business Contribution)
4,Citi,Hong Kong,"Analyst / Compensation and Benefits Lead Analyst is to participate in the development, implementation, analysis and administration of Citi’s Compensation...",Hong Kong,11052,,44.4,"Compensation and Benefits Senior Analyst/Compensation Lead Analyst, Assistant Vice President/Vice President"
5,Easy Job Centre,Hong Kong,Experience in business intelligence or data mining is an advantage. Assist in the preparation of the proforma profit and loss account for factories....,"Lai Chi Kok, Kowloon",,,,Business / Financial Analyst (Sweater)
6,NeoMas Professional Services,Hong Kong,"Prepare test scripts and data, and participate in system test. 3 yrs Experience....",Hong Kong,,,,"System Analyst / Senior Application Developer - Java, Multi-threading"
7,OPG Human Resources Limited 東方報業人事資源有限公司,Hong Kong,Java Analyst Programmer / Programmer (Ref:. Personal data collected will be treated in accordance with our Personal Data Policy and handled in strict confidence...,"Tai Po, New Territories",,,,Java Analyst Programmer / Programmer
8,Salesforce,Hong Kong,"Engage with prospect organizations to position Salesforce solutions through strategic value based selling, business case definition, ROI analysis, references...",Hong Kong,269,,52.8,"Account Executive, Enterprise Corporate Sales - China Market (Mandarin-speaking)"
